212,1014,738,206,107,1.7936e+05,1928.6,93,1
212,1346,738,206,110,1.6445e+05,2383.3,69,2
212,2346,738,206,119,1.1081e+05,1477.5,75,3
212,668,738,206,104,44482,855.42,52,4
212,1674,738,206,113,39828,865.83,46,5
212,1998,738,206,116,36672,797.22,46,6
1154,558,216,138,51,23734,1483.4,16,7
1154,1056,216,138,57,7186,898.25,8,8
622,138,770,290,5,7008,1001.1,7,9
1014,712,348,106,52,6754,1350.8,5,10
212,1312,534,32,109,5610,561,10,11
1154,836,216,138,54,4130,826,5,12
1014,1056,134,134,56,4082,371.09,11,13
212,876,738,22,105,3468,495.43,7,14
1014,558,134,134,50,3318,368.67,9,15
212,1226,738,22,108,3060,765,4,16
1014,1194,348,82,58,2848,949.33,3,17
1014,836,134,134,53,2448,408,6,18
232,194,344,202,4,2328,465.6,5,19
212,984,534,32,106,2116,423.2,5,20
212,1552,738,22,111,1592,796,2,21
208,50,257,70,1,1530,1530,1,22
212,2556,738,22,120,1288,429.33,3,23
212,636,534,32,103,966,322,3,24
212,504,730,36,59,880,440,2,25
212,1640,534,32,112,806,403,2,26
188,2726,1200,92,7,786,786,1,27
212,2208,738,22,117,492,164,3,28
812,2660,162,50,72,340,340,1,29
212,2660,466,48,71,316,316,1,30
212,1966,534,32,115,306,306,1,31
188,430,1200,44,6,194,97,2,32
1253,8,132,32,2,0,NaN,0,33
1179,66,204,42,3,0,NaN,0,34
1144,500,204,36,8,0,NaN,0,35
1358,500,204,36,9,0,NaN,0,36
1014,970,348,66,55,0,NaN,0,37
212,1880,738,22,114,0,NaN,0,38
212,2312,534,32,118,0,NaN,0,39
