226,684,414,92,214,34450,984.29,35,1
212,624,748,52,212,19098,795.75,24,2
1154,558,216,138,51,10392,799.38,13,3
212,552,560,32,211,9332,518.44,18,4
1154,1056,216,138,57,6752,964.57,7,5
1154,836,216,138,54,5316,886,6,6
1014,558,134,134,50,4584,352.62,13,7
1014,836,134,134,53,2890,361.25,8,8
1014,1056,134,134,56,2102,350.33,6,9
1014,712,348,106,52,1536,512,3,10
212,504,730,36,59,1284,428,3,11
226,590,342,30,213,912,456,2,12
1014,970,348,66,55,662,331,2,13
1014,1194,348,82,58,554,554,1,14
188,430,1200,44,6,168,168,1,15
188,1298,1200,92,7,96,96,1,16
208,50,257,70,1,0,NaN,0,17
1253,8,132,32,2,0,NaN,0,18
1179,66,204,42,3,0,NaN,0,19
232,194,344,202,4,0,NaN,0,20
622,138,770,290,5,0,NaN,0,21
1144,500,204,36,8,0,NaN,0,22
1358,500,204,36,9,0,NaN,0,23
