208,50,257,70,1,1234,617,2
1253,8,132,32,2,1132,1132,1
1179,66,204,42,3,0,NaN,0
232,194,344,202,4,8386,645.08,13
622,138,770,290,5,6174,617.4,10
188,430,1200,44,6,7068,543.69,13
1144,498,204,36,8,346,346,1
1358,498,204,36,9,0,NaN,0
1144,540,36,36,10,0,NaN,0
1144,612,238,58,11,794,397,2
1144,854,238,232,12,1672,418,4
1144,930,238,74,13,4048,506,8
1144,1044,238,98,14,11234,561.7,20
1144,1170,238,112,15,2934,419.14,7
1358,1170,204,36,16,0,NaN,0
1144,1214,36,36,17,0,NaN,0
1144,1506,204,36,18,304,304,1
1358,1506,36,36,19,0,NaN,0
1144,1548,238,134,20,4902,700.29,7
188,1698,1200,92,7,3954,659,6
212,504,730,36,59,1664,416,4
212,550,892,444,73,3.9376e+05,2302.7,171
212,1042,466,48,71,884,442,2
812,1042,162,50,72,0,NaN,0
