208,50,257,70,1,0,NaN,0
1253,8,132,32,2,0,NaN,0
1179,66,204,42,3,308,308,1
232,194,344,202,4,16564,662.56,25
622,138,770,290,5,6926,989.43,7
188,430,1200,44,6,14294,595.58,24
1144,498,204,36,8,0,NaN,0
1358,498,204,36,9,0,NaN,0
1144,540,36,36,10,0,NaN,0
1144,612,238,58,11,1790,358,5
1144,854,238,232,12,0,NaN,0
1144,930,238,74,13,2394,399,6
1144,1044,238,98,14,7094,709.4,10
1144,1170,238,112,15,2308,1154,2
1358,1170,204,36,16,0,NaN,0
1144,1214,36,36,17,0,NaN,0
1144,1506,204,36,18,0,NaN,0
1358,1506,36,36,19,0,NaN,0
1144,1548,238,134,20,3300,471.43,7
188,1698,1200,92,7,2630,438.33,6
212,504,730,36,59,6182,562,11
212,552,610,26,86,4922,492.2,10
382,586,436,370,87,24858,710.23,35
