212,590,896,174,271,1.2438e+05,1429.7,87,1
212,770,624,204,272,1.0631e+05,1497.4,71,2
212,972,896,150,273,74938,1665.3,45,3
838,764,260,196,276,6778,521.38,13,4
212,1168,624,30,275,5436,604,9,5
1144,1044,238,98,14,3894,778.8,5,6
232,194,344,202,4,3640,520,7,7
212,1130,194,30,274,2532,422,6,8
212,504,730,36,59,1892,378.4,5,9
1144,930,238,74,13,1250,416.67,3,10
1144,854,238,232,12,1124,374.67,3,11
1144,1548,238,134,20,876,438,2,12
1144,612,238,58,11,822,411,2,13
1144,1170,238,112,15,696,348,2,14
208,50,257,70,1,0,NaN,0,15
1253,8,132,32,2,0,NaN,0,16
1179,66,204,42,3,0,NaN,0,17
622,138,770,290,5,0,NaN,0,18
188,430,1200,44,6,0,NaN,0,19
1144,498,204,36,8,0,NaN,0,20
1358,498,204,36,9,0,NaN,0,21
1144,540,36,36,10,0,NaN,0,22
1358,1170,204,36,16,0,NaN,0,23
1144,1214,36,36,17,0,NaN,0,24
1144,1506,204,36,18,0,NaN,0,25
1358,1506,36,36,19,0,NaN,0,26
188,NaN,1200,92,7,0,NaN,0,27
212,550,76,28,270,0,NaN,0,28
