208,50,257,70,1,0,NaN,0
1253,8,132,32,2,0,NaN,0
1179,66,204,42,3,0,NaN,0
232,194,344,202,4,2876,575.2,5
622,138,770,290,5,2008,502,4
188,430,1200,44,6,3396,424.5,8
1144,500,204,36,8,0,NaN,0
1358,500,204,36,9,0,NaN,0
1014,558,134,134,50,0,NaN,0
1154,558,216,138,51,5128,512.8,10
1014,712,348,106,52,1092,546,2
1014,836,134,134,53,0,NaN,0
1154,836,216,138,54,2612,2612,1
1014,970,348,66,55,2154,538.5,4
1014,1056,134,134,56,1396,349,4
1154,1056,216,138,57,3324,831,4
1014,1194,348,82,58,0,NaN,0
188,1278,1200,92,7,0,NaN,0
212,504,730,36,59,9212,767.67,12
212,550,978,308,306,1.6059e+05,1500.8,107
246,660,552,124,307,89216,1982.6,45
212,842,466,48,71,0,NaN,0
812,842,162,50,72,0,NaN,0
