212,820,888,360,358,3.1415e+05,2731.7,115,1
444,550,628,126,357,98730,1299.1,76,2
212,550,230,230,359,12096,465.23,26,3
212,504,730,36,59,4690,426.36,11,4
622,138,770,290,5,1870,935,2,5
208,50,257,70,1,0,NaN,0,6
1253,8,132,32,2,0,NaN,0,7
1179,66,204,42,3,0,NaN,0,8
232,194,344,202,4,0,NaN,0,9
188,430,1200,44,6,0,NaN,0,10
1144,498,204,36,8,0,NaN,0,11
1358,498,204,36,9,0,NaN,0,12
1144,540,36,36,10,0,NaN,0,13
1144,612,238,58,11,0,NaN,0,14
1144,854,238,232,12,0,NaN,0,15
1144,930,238,74,13,0,NaN,0,16
1144,1044,238,98,14,0,NaN,0,17
1144,1170,238,112,15,0,NaN,0,18
1358,1170,204,36,16,0,NaN,0,19
1144,1214,36,36,17,0,NaN,0,20
1144,1506,204,36,18,0,NaN,0,21
1358,1506,36,36,19,0,NaN,0,22
1144,1548,238,134,20,0,NaN,0,23
188,1696,1200,92,7,0,NaN,0,24
