208,50,257,70,1,0,NaN,0
1253,8,132,32,2,0,NaN,0
1179,66,204,42,3,0,NaN,0
232,194,344,202,4,5010,501,10
622,138,770,290,5,1252,313,4
188,430,1200,44,6,2680,536,5
1144,500,204,36,8,406,406,1
1358,500,204,36,9,0,NaN,0
1014,558,134,134,50,8724,396.55,22
1154,558,216,138,51,22010,1048.1,21
1014,712,348,106,52,15144,658.43,23
1014,836,134,134,53,8368,418.4,20
1154,836,216,138,54,21522,797.11,27
1014,970,348,66,55,12796,710.89,18
1014,1056,134,134,56,11344,420.15,27
1154,1056,216,138,57,24584,768.25,32
1014,1194,348,82,58,2150,716.67,3
188,1418,1200,92,7,1350,675,2
212,504,730,36,59,4838,537.56,9
212,548,776,324,84,4.3348e+05,2449.1,177
212,874,776,386,85,2.3231e+05,1720.8,135
212,1350,466,48,71,352,352,1
812,1350,162,50,72,382,382,1
