212,586,770,104,265,1.1939e+05,1808.9,66,1
212,696,602,172,266,31832,994.75,32,2
1154,1056,216,138,57,17250,1150,15,3
1154,558,216,138,51,12456,958.15,13,4
622,138,770,290,5,10930,642.94,17,5
1014,1056,134,134,56,7938,610.62,13,6
212,504,730,36,59,5200,520,10,7
1014,712,348,106,52,5046,1009.2,5,8
232,194,344,202,4,4624,513.78,9,9
212,548,400,30,264,4422,552.75,8,10
1014,558,134,134,50,3886,388.6,10,11
1014,836,134,134,53,3698,462.25,8,12
1154,836,216,138,54,3476,579.33,6,13
1014,970,348,66,55,2758,689.5,4,14
1014,1194,348,82,58,2210,736.67,3,15
188,430,1200,44,6,1460,486.67,3,16
188,1334,1200,92,7,1042,521,2,17
208,50,257,70,1,0,NaN,0,18
1253,8,132,32,2,0,NaN,0,19
1179,66,204,42,3,0,NaN,0,20
1144,500,204,36,8,0,NaN,0,21
1358,500,204,36,9,0,NaN,0,22
