212,836,422,188,298,1.3196e+05,2094.6,63,1
566,1168,416,156,301,66408,1581.1,42,2
212,590,770,88,295,59932,1331.8,45,3
212,1022,770,98,299,39890,1424.6,28,4
240,680,254,110,296,35842,1156.2,31,5
246,1328,736,88,302,32240,1343.3,24,6
212,1168,350,136,305,18420,877.14,21,7
1154,558,216,138,51,6154,1230.8,5,8
622,138,770,290,5,4954,450.36,11,9
1014,712,348,106,52,4392,2196,2,10
1014,836,134,134,53,3910,391,10,11
636,832,338,138,304,3754,417.11,9,12
1014,1056,134,134,56,3650,405.56,9,13
212,1128,312,30,300,3482,497.43,7,14
1154,836,216,138,54,2682,1341,2,15
1154,1056,216,138,57,2394,798,3,16
1014,558,134,134,50,2192,438.4,5,17
232,194,344,202,4,2064,516,4,18
212,504,730,36,59,2058,514.5,4,19
212,794,206,30,297,1840,368,5,20
1014,970,348,66,55,1342,1342,1,21
212,552,206,30,294,1132,283,4,22
188,430,1200,44,6,626,313,2,23
212,1424,312,28,303,462,462,1,24
188,1482,1200,92,7,186,186,1,25
1014,1194,348,82,58,12,12,1,26
208,50,257,70,1,0,NaN,0,27
1253,8,132,32,2,0,NaN,0,28
1179,66,204,42,3,0,NaN,0,29
1144,500,204,36,8,0,NaN,0,30
1358,500,204,36,9,0,NaN,0,31
