208,50,257,70,1,0,NaN,0
1253,8,132,32,2,0,NaN,0
1179,66,204,42,3,0,NaN,0
232,194,344,202,4,884,442,2
622,138,770,290,5,1526,381.5,4
188,430,1200,44,6,742,371,2
1144,498,204,36,8,0,NaN,0
1358,498,204,36,9,0,NaN,0
1144,540,36,36,10,0,NaN,0
1144,612,238,58,11,0,NaN,0
1144,854,238,232,12,0,NaN,0
1144,930,238,74,13,0,NaN,0
1144,1044,238,98,14,718,359,2
1144,1170,238,112,15,1178,589,2
1358,1170,204,36,16,0,NaN,0
1144,1214,36,36,17,0,NaN,0
1144,1506,204,36,18,312,312,1
1358,1506,36,36,19,0,NaN,0
1144,1548,238,134,20,376,376,1
188,2196,1200,92,7,316,316,1
322,512,784,36,308,17672,631.14,28
322,558,784,94,309,77828,1496.7,52
212,512,104,104,310,1108,369.33,3
322,678,784,36,311,12478,542.52,23
322,726,784,94,312,42918,1866,23
212,678,104,104,313,3894,649,6
322,826,784,36,314,0,NaN,0
212,896,104,104,316,1396,349,4
322,826,784,94,315,60190,1020.2,59
322,998,784,36,317,6576,548,12
322,1038,784,94,318,14230,1293.6,11
212,998,104,104,319,344,344,1
322,1146,784,36,320,15050,836.11,18
322,1190,784,94,321,30188,1588.8,19
212,1146,104,104,322,0,NaN,0
322,1294,784,36,323,18480,880,21
322,1360,784,94,324,26548,1896.3,14
212,1294,104,104,325,1354,451.33,3
322,1464,784,36,326,16512,869.05,19
322,1506,784,94,327,37736,1572.3,24
212,1464,104,104,328,1784,356.8,5
322,1630,784,36,329,15994,799.7,20
322,1676,784,94,330,57406,2050.2,28
212,1630,104,104,331,372,372,1
322,1794,784,36,332,13504,1038.8,13
322,1842,784,94,333,19878,1419.9,14
212,1794,104,104,334,0,NaN,0
322,1960,784,36,335,11416,671.53,17
322,2006,784,94,336,20718,1479.9,14
212,1960,104,104,337,1630,543.33,3
872,2134,230,48,338,702,702,1
212,2134,230,48,339,568,568,1
