212,588,886,556,343,2.153e+05,2365.9,91,1
232,194,344,202,4,5394,539.4,10,2
622,138,770,290,5,1664,416,4,3
212,550,240,32,342,1304,434.67,3,4
188,430,1200,44,6,1266,633,2,5
212,504,730,36,59,1036,345.33,3,6
1144,1044,238,98,14,914,457,2,7
1144,1548,238,134,20,648,648,1,8
188,1698,1200,92,7,392,392,1,9
1144,612,238,58,11,306,306,1,10
208,50,257,70,1,0,NaN,0,11
1253,8,132,32,2,0,NaN,0,12
1179,66,204,42,3,0,NaN,0,13
1144,498,204,36,8,0,NaN,0,14
1358,498,204,36,9,0,NaN,0,15
1144,540,36,36,10,0,NaN,0,16
1144,854,238,232,12,0,NaN,0,17
1144,930,238,74,13,0,NaN,0,18
1144,1170,238,112,15,0,NaN,0,19
1358,1170,204,36,16,0,NaN,0,20
1144,1214,36,36,17,0,NaN,0,21
1144,1506,204,36,18,0,NaN,0,22
1358,1506,36,36,19,0,NaN,0,23
