212,660,894,148,75,1.6427e+05,1729.1,95,1
212,1334,894,108,83,84394,1361.2,62,2
212,846,894,104,76,60002,1428.6,42,3
212,548,894,74,74,56570,1047.6,54,4
424,962,286,86,80,20020,910,22,5
232,194,344,202,4,12842,642.1,20,6
424,1070,286,86,81,9294,774.5,12,7
212,962,184,96,77,8012,572.29,14,8
188,430,1200,44,6,5774,721.75,8,9
212,504,730,36,59,4390,487.78,9,10
1144,1044,238,98,14,3368,481.14,7,11
212,1070,184,96,78,3308,551.33,6,12
622,138,770,290,5,3230,538.33,6,13
424,1176,286,86,82,2546,509.2,5,14
212,1496,466,48,71,2454,490.8,5,15
212,1176,184,96,79,2382,476.4,5,16
1144,1170,238,112,15,1826,608.67,3,17
1144,1548,238,134,20,1360,453.33,3,18
1144,612,238,58,11,1286,428.67,3,19
188,1698,1200,92,7,430,430,1,20
208,50,257,70,1,0,NaN,0,21
1253,8,132,32,2,0,NaN,0,22
1179,66,204,42,3,0,NaN,0,23
1144,498,204,36,8,0,NaN,0,24
1358,498,204,36,9,0,NaN,0,25
1144,540,36,36,10,0,NaN,0,26
1144,854,238,232,12,0,NaN,0,27
1144,930,238,74,13,0,NaN,0,28
1358,1170,204,36,16,0,NaN,0,29
1144,1214,36,36,17,0,NaN,0,30
1144,1506,204,36,18,0,NaN,0,31
1358,1506,36,36,19,0,NaN,0,32
812,1496,162,50,72,0,NaN,0,33
