212,550,274,180,94,45404,1009,45,1
1154,558,216,138,51,34950,873.75,40,2
1154,836,216,138,54,17216,860.8,20,3
212,848,602,600,95,13324,532.96,25,4
1154,1056,216,138,57,10550,811.54,13,5
622,138,770,290,5,10346,608.59,17,6
1014,712,348,106,52,9882,1235.3,8,7
1014,558,134,134,50,9696,484.8,20,8
232,194,344,202,4,7148,714.8,10,9
1014,1056,134,134,56,6788,484.86,14,10
1014,970,348,66,55,5598,799.71,7,11
1014,836,134,134,53,5306,408.15,13,12
188,1466,1200,92,7,4382,730.33,6,13
1014,1194,348,82,58,4220,1055,4,14
188,430,1200,44,6,1406,703,2,15
212,504,730,36,59,824,412,2,16
208,50,257,70,1,0,NaN,0,17
1253,8,132,32,2,0,NaN,0,18
1179,66,204,42,3,0,NaN,0,19
1144,500,204,36,8,0,NaN,0,20
1358,500,204,36,9,0,NaN,0,21
