212,548,766,288,60,2.7376e+05,2073.9,132,1
212,958,766,258,62,2.4534e+05,2271.6,108,2
212,1838,766,162,68,1.508e+05,2356.3,64,3
212,846,766,104,61,90266,1219.8,74,4
212,1220,766,234,63,85170,1607,53,5
1154,558,216,138,51,50050,1191.7,42,6
212,1462,766,120,64,49712,1343.6,37,7
1154,1056,216,138,57,36192,882.73,41,8
212,1650,766,88,66,32268,1075.6,30,9
1154,836,216,138,54,30850,964.06,32,10
212,1742,766,88,67,19578,851.22,23,11
232,194,344,202,4,19152,766.08,25,12
1014,712,348,106,52,18358,1412.2,13,13
1014,970,348,66,55,14588,1042,14,14
188,430,1200,44,6,13752,654.86,21,15
1014,1194,348,82,58,13082,1090.2,12,16
212,1574,766,72,65,10328,573.78,18,17
1014,1056,134,134,56,8760,417.14,21,18
1014,836,134,134,53,7932,466.59,17,19
1014,558,134,134,50,6860,428.75,16,20
622,138,770,290,5,5840,486.67,12,21
212,2004,766,72,69,5642,434,13,22
212,2074,228,72,70,2712,387.43,7,23
212,504,730,36,59,1554,388.5,4,24
212,2204,466,48,71,1118,559,2,25
1144,500,204,36,8,986,493,2,26
188,2272,1200,92,7,734,734,1,27
208,50,257,70,1,492,492,1,28
812,2204,162,50,72,460,460,1,29
1253,8,132,32,2,0,NaN,0,30
1179,66,204,42,3,0,NaN,0,31
1358,500,204,36,9,0,NaN,0,32
