180,3,1224,34,2
215,52,240,60,1
184,144,418,288,4
611,144,783,288,5
184,432,1209,43,6
212,534,484,228,22
212,885,484,160,24
212,1045,484,160,27
212,1205,484,160,20
742,495,360,215,35
742,755,360,200,38
742,955,360,280,41
742,1367,360,95,49
1155,615,230,245,11
1155,1170,230,335,15
188,1698,1200,92,7
